Attribute Name,Attribute ID,Description,Attribute Type,Required,Numeric Values,From Range,To Range,Increment,Category ID
Fishing wire material,2880,"Identifies the composition of fishing wire, such as nylon or stainless steel",text,No,0,,,,sg-4-6-6-4
Hoop shape,1288,"Describes the shape of a hoop-based item, typically fishing nets; e.g. D-shaped",text,No,0,,,,sg-4-6-7
Angling style,1289,"Defines the fishing technique the product is designed, such as surfcasting or fly fishing",text,No,0,,,,sg-4-6-8-3
Body color,1,"Specifies the primary color of vehicles or parts, for example, white or silver",text,No,0,,,,vp-2-3-4
Body material,2190,"Specifies the primary material of a product, typically fishing rods; e.g. composite, aluminum",text,No,0,,,,sg-4-6-9-7
Body pattern,3,"Describes the visual design or motif on the primary surface of a product, e.g. floral, geometric",text,No,0,,,,vp-2-3-4
Gear ratio,1290,"Defines the gear ratio in fishing reels, e.g. 6:1, 1:1",text,No,0,,,,sg-4-6-9-7
Spool color,1,"Identifies the color of the spool in fishing reels, such as clear or green",text,No,0,,,,sg-4-6-9-7
Spool material,1291,"Defines the material used in fishing reel spool, such as plastic or graphite",text,No,0,,,,sg-4-6-9-7
Spool pattern,3,"Describes the design or motif on a fishing reel's spool, such as camouflage or solid",text,No,0,,,,sg-4-6-9-7
Butt cap color,1,"Specifies the color of the butt cap on fishing rods, such as black or blue",text,No,0,,,,sg-4-6-11-12
Butt cap material,1292,"Defines the composition of the handle's bottom end on sporting goods, e.g. EVA (Ethylene Vinyl Acetate), cork",text,No,0,,,,sg-4-6-11-12
Butt cap pattern,3,"Describes the design or motif on a fish rod's end cap, such as camouflage or floral",text,No,0,,,,sg-4-6-11-12
Fishing rod action,1293,"Indicates the responsiveness of a fishing rod, such as slow or extra fast",text,No,0,,,,sg-4-6-11-12
Fishing rod power,1294,"Indicates the strength of the fishing rod, e.g. ultra light, extra heavy",text,No,0,,,,sg-4-6-11-12
Rod color,1,"Identifies the color of a fishing rod, e.g. black or blue",text,No,0,,,,sg-4-6-11-12
Rod material,1296,"Identifies the material used in rod-based sporting goods, such as graphite or fiberglass",text,No,0,,,,sg-4-6-11-12
Rod pattern,3,"Describes the design or print on a fishing rod, such as camouflage or striped",text,No,0,,,,sg-4-6-11-12
Tip type,1297,"Defines the type of tip on fishing spears, like chisel or double barb",text,No,0,,,,sg-4-6-12
Sinker material,2881,"Specifies the composition of fishing sinkers, such as lead or zinc",text,No,0,,,,sg-4-6-13-4-6
Golf equipment included,2882,"Identifies the extra golf items included in the set, such as a divot tool or golf ball case",text,No,0,,,,sg-4-7-2
Golf ball type,1972,"Specifies the performance characteristics of golf balls, such as tour performance or soft distance",text,No,0,,,,sg-4-7-6
Club subset,1298,"Classifies golf clubs into specific subcategories, e.g. sand wedge, blade putter ",text,No,0,,,,sg-4-7-9
Club type,1299,"Classifies golf clubs based on their specific use, e.g. driver, iron",text,No,0,,,,sg-4-7-9
Shaft flex,1300,"Indicates the flexibility level of golf club shafts, e.g. stiff, ladies",text,No,0,,,,sg-4-7-9
Parachuting activity,1301,"Defines the parachuting discipline the product is designed for, like skydiving or paragliding",text,No,0,,,,sg-4-8-3
Airsoft equipment included,2889,"Specifies extra gear provided with airsoft products, such as protective eyewear or tactical vest",text,No,0,,,,sg-4-9-7-2
Archery style,1303,"Defines the specific type of archery the product is designed for, e.g. 3D archery, bowhunting",text,No,0,,,,sg-4-9-1-7-4
Archery activity,1302,"Specifies the type of archery activity, e.g. outdoor hunting, targets practice",text,No,0,,,,sg-4-9-1-6-1
Quiver style,1307,"Specifies the style of the quiver in archery, e.g. hip, back",text,No,0,,,,sg-4-9-1-11-4
Arrow fletching material,2883,"Identifies the material used in arrow fletchings, such as synthetic or plastic",text,No,0,,,,sg-4-9-1-4-1
Nock material,2884,"Specifies the type of material used for arrow nocks, such as aluminum or plastic",text,No,0,,,,sg-4-9-1-4-2-5
Broadhead/Field point material,2885,"Identifies the material used in archery broadheads or field points, like stainless steel or carbon steel",text,No,0,,,,sg-4-9-1-4-3-2
Broadhead design,4366,"Indicates the design type of the broadhead used in archery, e.g. fixed blade, mechanical",text,No,0,,,,sg-4-9-1-4-3-1
Arrow material,2969,"Identifies the composition of arrows, such as bamboo or fiberglass",text,No,0,,,,sg-4-9-1-5-1
Bolt material,2969,"Identifies the composition of archery bolts, such as bamboo or fiberglass",text,No,0,,,,sg-4-9-1-5-2
Bow/Crossbow features,3187,"Describes special features of bows/crossbows, like an adjustable draw or illuminated scope",text,No,0,,,,sg-4-9-1-7
Cam system,3390,"Specifies the cam system used in archery equipment, e.g. hybrid, single",text,No,0,,,,sg-4-9-1-7-4
Core color,1,"Identifies the primary color of a bow or crossbow's core, such as black or blue",text,No,0,,,,sg-4-9-1-7-4
Core material,2970,"Specifies the primary material used, typically for bows and crossbows; e.g. fiberglass, wood",text,No,0,,,,sg-4-9-1-7-4
Core pattern,3,"Describes the main design on a bow or crossbow's core, such as camouflage or birds",text,No,0,,,,sg-4-9-1-7-4
Riser color,1,"Identifies the color of the riser in archery bows, such as black or blue",text,No,0,,,,sg-4-9-1-7-4
Riser material,2970,"Specifies the material in a bow or crossbow riser, such as carbon fiber or wood",text,No,0,,,,sg-4-9-1-7-4
Riser pattern,3,"Describes the design or motif on the riser of bows and crossbows, like camouflage or texture",text,No,0,,,,sg-4-9-1-7-4
String color,1,"Identifies the string color on bows and crossbows, such as clear",text,No,0,,,,sg-4-9-1-7-4
String material,1306,"Identifies the material used in archery string, such as dacron or fastflight",text,No,0,,,,sg-4-9-1-7-4
String pattern,3,"Describes the design on archery string, such as striped",text,No,0,,,,sg-4-9-1-7-4
Bow features,3187,"Identifies unique features of archery bows, e.g. adjustable draw, illuminated scope",text,No,0,,,,sg-4-9-1-7-4
Archery equipment included,2888,"Specifies included archery accessories, e.g. stabilizer mount, safety glass arrows",text,No,0,,,,sg-4-9-1-7-4
Hunting blind design,3391,"Specifies the type of hunting blind design, e.g. no screen, one-way see-through",text,No,0,,,,sg-4-9-3-3-1
Paintball equipment included,2889,"Specifies the additional items included with a paintball product, like batteries or charger",text,No,0,,,,sg-4-9-10-4
Footwear color,1,"Specifies the main color of the shoe, such as white or red",text,No,0,,,,sg-4-12-5-4
Footwear pattern,3,"Describes the visual motif on shoes, for example, stripes or leaves",text,No,0,,,,sg-4-12-5-4
Inline skating style,1310,"Defines the specific style of inline skating the product is designed for, such as recreational or speed inline skating",text,No,0,,,,sg-4-12-6-4
Shell/Frame color,1,"Specifies the color of the shell or frame on items like skates or helmets, e.g. black, blue",text,No,0,,,,sg-4-12-5-4
Shell/Frame material,2890,"Specifies the composition of a product's shell or frame, typically for roller or inline skates; e.g. rubber, composite",text,No,0,,,,sg-4-12-5-4
Shell/Frame pattern,3,"Describes the design or print on the shell or frame of a product, typically inline skates",text,No,0,,,,sg-4-12-5-4
Paddle equipment included,2891,"Specifies the supplementary equipment in paddle sets, such as posts or paddle balls",text,No,0,,,,sg-4-14-5
Tetherball equipment included,2892,"Indicates the inclusion of essential items in a tetherball set, such as rope or tetherball",text,No,0,,,,sg-4-14-8-2
EV battery type,2688,"Identifies the type of battery used in electric vehicles, such as lithium-ion or lead-acid",text,No,0,,,,vp-1-2-6
Scooter brake type,4994,"Specifies the mechanism and design of scooter brakes, such as disc or drum",text,No,0,,,,sg-4-15-3-3
Electric scooter motor type,4995,"Specifies the type and configuration of scooter motors, such as brushed DC or brushless dc",text,No,0,,,,sg-4-15-3-7
Wheel part type,2704,"Identifies the specific component of a vehicle's wheel system, like wheel bearing or wheel hub",text,No,0,,,,vp-1-4-20-4
Ramp type,1311,"Specifies the design or style of skateboarding ramps, such as half-pipe or fun box",text,No,0,,,,sg-4-16-3
Board type,1312,"Classifies skateboards based on their design and purpose, such as classic or cruiser",text,No,0,,,,sg-4-16-4-1
Skateboarding style,1313,"Defines the type of skateboarding the product is designed for, such as freestyle or off-road",text,No,0,,,,sg-4-16-4-4
Wheel hardness,1314,"Specifies the hardness level of skateboard wheels, e.g. 75A",text,No,0,,,,sg-4-16-4-4
Wheel hub placement,1315,"Specifies the position of the wheel hub in skateboards, like centerset or offset",text,No,0,,,,sg-4-16-4-4
Skiing style,1317,"Classifies products based on skiing technique and style, such as downhill or Nordic",text,No,0,,,,sg-4-17-2-13-2
Wax application method,2893,"Specifies the technique used to apply wax to winter sports gear, such as cold or hot",text,No,0,,,,sg-4-17-2-8-2
Riding style,1318,"Specifies the intended use or riding style for winter sports equipment, e.g. slalom, freestyle",text,No,0,,,,sg-4-17-4-1
Binding mount,1319,"Defines the type of binding attachment for winter sports equipment, e.g. 2x2 disc",text,No,0,,,,sg-4-17-4-1
Flexibility rating,1320,"Indicates the flexibility level of snowboard or snowshoe bindings, e.g. 4",text,No,0,,,,sg-4-17-4-1
Shoe binding type,1321,"Defines the mechanism used to secure shoes to equipment, such as step-in or speed entry",text,No,0,,,,sg-4-17-4-2
Toe strap type,1322,"Specifies the design of the toe strap, typically for snowboard or snowshoe bindings; e.g. toe cap or traditional",text,No,0,,,,sg-4-17-4-1
Snowboarding style,1323,"Defines the type of snowboarding the product is designed for, such as backcountry or freeriding",text,No,0,,,,sg-4-17-2-17
Stiffness,1324,"Indicates the rigidity of a product, typically for snowboard boots; i.e. soft, stiff",text,No,0,,,,sg-4-17-2-16
Snowboard construction,2894,"Identifies the construction style of snowboards, such as camber or rocker",text,No,0,,,,sg-4-17-2-17
Snowboard design,1325,"Defines the shape and style of a snowboard, such as twin tip or directional twin",text,No,0,,,,sg-4-17-2-17
Suitable for snowshoeing activity,1975,"Specifies compatibility with different snowshoeing types, such as running or work",text,No,0,,,,sg-4-17-4-2
Terrain,1326,"Specifies the type of ground a product is designed for, typically for outdoor equipment; e.g. mountain, rolling",text,No,0,,,,sg-4-17-4-2
Game features,3190,"Highlights special characteristics of a game, for example, travel friendly or customizable",text,No,0,,,,tg-2-8
Board game features,3191,"Highlights unique aspects of a board game, e.g. quick set-up, expansion available",text,No,0,,,,tg-2-5
Board game mechanics,2759,"Describes the gameplay structure of a board game, such as strategy or cooperative",text,No,0,,,,tg-2-5
Gameplay skills,2760,"Identifies the skills enhanced by a game, like strategic thinking or memory",text,No,0,,,,tg-2-5
Dexterity skills,3392,"Identifies the specific dexterity skills required for a game, like balancing or precision",text,No,0,,,,tg-2-8
Dice shape,2761,"Describes the geometric form of a dice, like cube (6 sides) or Icosahedron (20 sides)",text,No,0,,,,tg-2-9
Electronic game genre,2677,"Identifies the category of an electronic game, such as fitness or puzzle",text,No,0,,,,tg-2-12
Slot machine type,3393,"Identifies the style of the slot machine, such as novelty or traditional",text,No,0,,,,tg-2-14
Tile game type,3394,"Identifies the specific type of tile game, such as dominoes or mahjong",text,No,0,,,,tg-2-15
Playhouse design,2764,"Specifies the type of playhouse, such as tree house or floorstanding playhouse",text,No,0,,,,tg-3-5
Play slide design,3395,"Describes the design of a play slide, such as spiral or tube",text,No,0,,,,tg-3-9
Jumping surface color,1,"Identifies the color of the trampoline's jumping surface, such as blue or black",text,No,0,,,,tg-3-14
Jumping surface material,2765,"Specifies the fabric of the trampoline's jumping area, e.g. synthetic, polypropylene",text,No,0,,,,tg-3-14
Jumping surface pattern,3,"Identifies the design or print on a trampoline's jumping surface, such as stars or stripes",text,No,0,,,,tg-3-14
Trampoline design,2766,"Describes trampoline construction, such as springfree or coil spring",text,No,0,,,,tg-3-14
Sprinkler shape,2767,"Describes the form of a play sprinkler, such as round or square",text,No,0,,,,tg-3-15-1
Difficulty level,2768,"Indicates the complexity or challenge level of a puzzle or game, such as easy or expert",text,No,0,,,,tg-4-12
